,index,Make,Model,Year,Mileage,Fuel Type,Engine Size (Litres),Current Country of Reg.,Imported,Total Owners,Price
6637,6982,Ford,Kuga,2018,"123,800 km",Diesel,1.5,Ireland,No,2.0,"€20,900"
6638,6983,BMW,5-Series,2020,"83,920 mi",Diesel,2.0,Ireland,UK,2.0,"€38,990"
6639,6984,Ford,Focus,2012,"203,000 mi",Diesel,1.6,Ireland,UK,1.0,"€4,750"
6640,6985,Audi,Q5,2022,"28,034 km",Petrol Plug-in Hybrid,2.0,United Kingdom,No,1.0,"€54,888"
6641,6986,Audi,Q3,2015,"46,000 mi",Petrol,1.4,Ireland,No,1.0,"€19,900"
6642,6987,Audi,A3,2016,"157,976 km",Diesel,1.6,Ireland,No,3.0,"€16,950"
6643,6988,Audi,A3,2021,"9,259 mi",Hybrid,1.4,Ireland,No,2.0,"€31,945"
6644,6989,Mitsubishi,L200,2017,"108,000 mi",Diesel,2.4,United Kingdom,No,2.0,€0
6645,6990,Suzuki,Swift,2016,"50,954 mi",Petrol,1.2,Ireland,No,1.0,"€11,950"
6646,6991,Mercedes-Benz,E-Class,2021,"29,699 mi",Hybrid,2.0,United Kingdom,No,1.0,"€46,990"
6647,6992,Volkswagen,Golf,2013,"47,000 mi",Petrol,1.4,Ireland,Unknown country,1.0,"€13,995"
6648,6993,Nissan,Qashqai,2019,"114,000 mi",Diesel,1.5,United Kingdom,No,1.0,"€17,500"
6649,6994,Audi,A5,2022,"3,000 mi",Diesel,2.0,United Kingdom,No,1.0,"€50,900"
6650,6995,BMW,3-Series,2008,"159,000 mi",Diesel,2.0,Ireland,UK,3.0,"€3,400"
6651,6996,Suzuki,Swift,2014,"54,000 km",Petrol,1.2,Ireland,Unknown country,1.0,"€8,000"
6652,6997,Volkswagen,Golf,2014,"28,038 mi",Petrol,1.2,Ireland,Unknown,1.0,"€13,950"
6653,6998,Kia,Rio,2015,"90,400 km",Petrol,1.2,Ireland,No,2.0,"€9,950"
6654,6999,Volkswagen,Golf,2021,"19,500 km",Diesel,2.0,Ireland,No,1.0,"€29,950"
6655,7000,Volkswagen,Passat,2014,"215,000 km",Diesel,2.0,Ireland,No,3.0,"€9,250"
6656,7001,Audi,A3,2021,"29,558 km",Diesel,2.0,Ireland,No,1.0,"€33,775"
6657,7002,Nissan,Leaf,2022,"12,644 km",Electric,1.6,Ireland,No,1.0,"€25,495"
6658,7003,SEAT,Ibiza,2021,"28,500 km",Petrol,1.0,Ireland,No,1.0,"€16,450"
6659,7004,BMW,X5,2023,"12,300 mi",Petrol Plug-in Hybrid,3.0,Northern Ireland,No,1.0,"€134,750"
6660,7005,Toyota,Landcruiser,2015,"193,000 km",Diesel,3.0,Ireland,No,2.0,€0
6661,7006,Vauxhall,Insignia,2018,"175,000 km",Diesel,1.6,Ireland,UK,3.0,"€13,500"
6662,7007,Kia,Sportage,2017,"214,000 km",Diesel,1.7,Ireland,No,3.0,"€14,999"
6663,7008,Mercedes-Benz,E-Class,2012,"249,000 km",Diesel,2.1,Ireland,UK,4.0,"€9,500"
6664,7009,Nissan,Qashqai,2019,"149,032 km",Diesel,1.5,Ireland,N. Ireland,1.0,"€19,950"
6665,7010,Porsche,911,2007,"85,000 mi",Petrol,3.8,Ireland,No,8.0,"€57,500"
6666,7011,Volkswagen,Touareg,2016,"230,000 km",Diesel,3.0,Ireland,No,2.0,"€20,000"
6667,7012,Volkswagen,Polo,2018,"25,533 mi",Petrol,1.0,Ireland,No,2.0,"€17,950"
6668,7013,Toyota,Prius,2013,"121,344 km",Petrol Hybrid,1.8,Ireland,No,2.0,"€10,950"
6669,7014,BMW,5-Series,2023,"4,097 mi",Hybrid,2.0,United Kingdom,No,1.0,"€59,990"
6670,7015,Mitsubishi,Mirage,2013,"50,590 km",Petrol,1.0,Ireland,Unknown country,1.0,"€6,995"
6671,7016,Renault,Megane,2018,"120,568 mi",Diesel,1.5,Ireland,No,2.0,"€12,950"
6672,7017,Volkswagen,T-Roc,2019,"112,097 km",Diesel,1.6,Ireland,No,2.0,"€20,900"
6673,7018,Ford,Fiesta,2013,"119,806 mi",Petrol,1.6,Ireland,UK,4.0,"€12,750"
6674,7019,Honda,CR-Z,2012,"127,082 km",Petrol,1.5,Ireland,Unknown country,2.0,"€8,950"
6675,7020,Nissan,Leaf,2016,"165,000 km",Electric,1.6,Ireland,No,2.0,"€6,450"
6676,7021,Opel,Insignia,2009,"164,643 mi",Diesel,2.0,Ireland,No,7.0,"€2,900"
6677,7022,Opel,Karl,2018,"104,000 km",Petrol,1.0,Ireland,No,2.0,"€7,300"
6678,7023,Ford,Fiesta,2019,"43,000 km",Petrol,1.0,United Kingdom,No,4.0,"£9,500"
6679,7024,Volkswagen,T-Roc,2018,"79,758 km",Petrol,1.0,Ireland,No,2.0,"€19,999"
6680,7025,Volkswagen,Golf,2014,"176,108 km",Diesel,1.6,Ireland,No,4.0,"€10,950"
6681,7026,Land Rover,Discovery,2019,"48,437 mi",Diesel,3.0,Ireland,No,4.0,"€69,945"
6682,7027,Hyundai,Tucson,2016,"81,782 km",Diesel,1.7,Ireland,No,1.0,"€16,950"
6683,7028,Hyundai,i40,2012,"170,700 km",Diesel,1.7,Ireland,No,2.0,"€7,950"
6684,7029,Volkswagen,Golf,2014,"34,000 mi",Petrol,1.4,Ireland,Unknown country,1.0,"€14,990"
6685,7030,Honda,Fit,2015,"94,999 km",Petrol Hybrid,1.5,Ireland,Unknown country,3.0,"€11,500"
6686,7031,Toyota,Prius,2013,"148,000 km",Petrol Hybrid,1.8,Ireland,Unknown country,3.0,"€11,990"
6687,7032,BMW,X5,2020,"65,421 km",Petrol Plug-in Hybrid,3.0,Ireland,UK,2.0,"€72,900"
6688,7033,Audi,A7,2020,"49,100 km",Petrol Hybrid,2.0,United Kingdom,No,1.0,"€57,900"
6689,7034,BMW,5-Series,2022,"19,850 mi",Hybrid,2.0,United Kingdom,No,1.0,"€57,950"
6690,7035,Opel,Corsa,2017,"59,000 mi",Petrol,1.4,Ireland,No,2.0,"€12,950"
6691,7036,Renault,Clio,2008,"163,195 km",Petrol,1.1,Ireland,No,3.0,"€2,795"
6692,7037,Audi,A1,2015,"39,324 mi",Petrol,1.0,Ireland,No,2.0,"€13,950"
6693,7038,BMW,4-Series,2017,"154,012 mi",Diesel,2.0,Ireland,No,2.0,"€18,995"
6694,7039,Renault,Arkana,2022,"27,850 km",Petrol,1.3,Ireland,No,1.0,"€30,995"
6695,7040,Volkswagen,Golf,2021,"70,349 km",Diesel,2.0,Ireland,No,1.0,"€29,950"
6696,7041,Nissan,Qashqai,2018,"67,527 mi",Diesel,1.5,Ireland,UK,2.0,"€21,250"
6697,7042,Hyundai,Tucson,2021,"36,193 km",Diesel,1.6,Ireland,No,1.0,"€30,497"
6698,7043,BMW,1-Series,2018,"86,000 km",Diesel,1.5,Ireland,No,3.0,"€16,000"
6699,7044,Hyundai,KONA,2022,"16,000 km",Petrol,1.0,Ireland,No,2.0,"€23,000"
6700,7045,Audi,A6,2023,"20,499 km",Diesel,2.0,Ireland,No,2.0,"€67,975"
6701,7046,Dacia,Sandero,2021,"83,161 km",Petrol,1.0,Ireland,No,1.0,"€13,700"
6702,7047,Citroen,Grand C4 Picasso,2013,"197,000 km",Diesel,1.6,Ireland,UK,1.0,"€6,450"
6703,7048,Dacia,Sandero,2017,"133,517 km",Diesel,1.5,Ireland,No,2.0,"€10,900"
6704,7049,Fiat,500,2024,0 km,Petrol Hybrid,1.0,Ireland,No,2.0,"€23,690"
6705,7050,Audi,Q2,2017,"65,000 km",Petrol,1.0,Ireland,No,1.0,"€22,950"
6706,7051,Toyota,Auris,2017,"55,000 km",Petrol Hybrid,1.8,Ireland,N. Ireland,1.0,"€15,995"
6707,7052,Peugeot,5008,2020,"26,529 mi",Diesel,1.5,United Kingdom,No,1.0,"€33,950"
6708,7053,Opel,Corsa,2019,"129,796 km",Petrol,1.4,Ireland,No,1.0,"€13,890"
6709,7054,Mazda,3,2014,"162,009 km",Diesel,2.2,Ireland,UK,2.0,"€8,995"
6710,7055,Toyota,Prius,2016,"171,000 km",Petrol Hybrid,1.8,Ireland,Unknown country,1.0,"€13,900"
6711,7056,Toyota,Prius,2014,"61,422 mi",Hybrid,1.8,Ireland,No,1.0,"€15,950"
6712,7057,Volkswagen,ID.3,2022,"24,550 km",Electric,1.6,Ireland,No,1.0,"€29,900"
6713,7058,Audi,A3,2024,"3,500 km",Diesel,2.0,Ireland,No,2.0,"€46,768"
6714,7059,BMW,1-Series,2016,"179,000 km",Diesel,1.5,Ireland,No,1.0,"€13,995"
6715,7060,Skoda,Fabia,2016,"95,427 km",Petrol,1.0,Ireland,No,4.0,"€10,000"
6716,7061,Volkswagen,Golf,2013,"60,000 mi",Petrol,1.2,Ireland,Unknown country,0.0,"€11,900"
6717,7062,Volkswagen,Polo,2024,4 km,Petrol,1.0,Ireland,No,2.0,"€28,500"
6718,7063,Volkswagen,ID.7,2024,0 km,Electric,1.6,Ireland,No,2.0,"€57,995"
6719,7064,Cupra,LEON,2024,10 km,Petrol,1.5,Ireland,No,2.0,"€49,950"
6720,7065,Volkswagen,Passat,2008,"305,000 km",Diesel,1.9,Ireland,No,9.0,"€3,400"
6721,7067,Hyundai,i20,2021,"54,000 km",Petrol,1.2,Ireland,No,1.0,"€18,950"
6722,7068,Opel,Insignia,2019,"102,300 km",Diesel,1.6,Ireland,No,3.0,"€19,950"
6723,7069,BMW,X5,2018,"104,000 km",Petrol Plug-in Hybrid,2.0,Ireland,UK,1.0,"€45,995"
6724,7070,Mazda,6,2014,"279,000 km",Diesel,2.2,Ireland,No,6.0,"€6,500"
6725,7071,Mitsubishi,Mirage,2018,"40,590 mi",Petrol,1.2,Ireland,No,2.0,"€10,950"
6726,7072,Kia,Rio,2009,"186,411 mi",Diesel,1.5,Ireland,No,3.0,"€2,950"
6727,7073,Mazda,CX-5,2016,"107,200 km",Diesel,2.2,Ireland,No,2.0,"€16,995"
6728,7074,Audi,A4,2004,"230,000 mi",Diesel,1.9,Ireland,No,7.0,"€2,350"
6729,7075,Nissan,Qashqai,2023,"10,900 km",Petrol,1.3,Ireland,No,1.0,"€38,495"
6730,7076,Fiat,500,2014,"50,059 mi",Petrol,1.2,Ireland,UK,5.0,"€5,995"
6731,7077,Toyota,Aygo,2015,"61,200 mi",Petrol,1.0,Ireland,N. Ireland,2.0,"€8,500"
6732,7078,BMW,i7,2022,"12,632 km",Electric,1.6,Ireland,No,1.0,"€107,995"
6733,7079,Mercedes-Benz,A-Class,2015,"33,000 mi",Petrol,1.6,Ireland,Unknown,2.0,"€17,495"
6734,7080,Skoda,Superb,2015,"316,000 km",Diesel,1.6,Ireland,No,3.0,"€7,995"
6735,7081,Toyota,Camry,2018,"64,065 mi",Hybrid,2.5,Ireland,No,2.0,"€23,950"
6736,7082,Mini,Cooper,2007,"140,000 mi",Diesel,1.6,Ireland,UK,7.0,"€2,000"
6737,7083,Kia,Sorento,2011,"263,000 km",Diesel,2.2,Ireland,No,2.0,"€5,999"
6738,7084,Fiat,Scudo,2011,"192,000 km",Diesel,1.6,Ireland,No,2.0,"€7,500"
6739,7085,Hyundai,i10,2019,"18,664 km",Petrol,1.0,Ireland,No,1.0,"€12,950"
6740,7086,Toyota,Prius,2020,"46,896 mi",Hybrid,1.8,Ireland,No,2.0,"€22,950"
6741,7087,Ford,Ranger,2023,"5,801 km",Diesel,2.0,Ireland,No,1.0,"€48,000"
6742,7088,BMW,5-Series,2010,"186,000 km",Diesel,2.0,Ireland,No,6.0,"€9,800"
6743,7089,Volkswagen,Golf,2015,"88,000 km",Petrol,1.4,Ireland,Unknown country,1.0,"€16,000"
6744,7090,Volkswagen,Polo,2022,"7,192 km",Petrol,1.0,Ireland,No,1.0,"€21,945"
6745,7091,BMW,2-Series,2016,"83,000 km",Diesel,2.0,Ireland,No,2.0,"€20,950"
6746,7092,Mercedes-Benz,GLA-Class,2023,"12,545 km",Diesel,2.0,Ireland,No,1.0,"€54,895"
6747,7093,Mercedes-Benz,CLS-Class,2010,"172,000 mi",Diesel,3.0,Ireland,N. Ireland,7.0,"€5,499"
6748,7094,Volkswagen,Polo,2019,"112,500 km",Petrol,1.0,Ireland,No,2.0,"€15,995"
6749,7096,Audi,A4,2013,"179,000 mi",Diesel,2.0,Ireland,No,4.0,"€10,750"
6750,7097,BMW,3-Series,2020,"20,900 mi",Diesel,2.0,Ireland,No,3.0,"€43,950"
6751,7098,Land Rover,Discovery Sport,2018,"85,000 mi",Diesel,2.0,Ireland,No,3.0,"€23,000"
6752,7099,Peugeot,208,2019,"74,834 km",Petrol,1.2,Ireland,No,2.0,"€13,900"
6753,7100,Mercedes-Benz,A-Class,2014,"215,000 km",Petrol,1.6,Ireland,Unknown country,1.0,"€12,950"
6754,7101,Kia,Picanto,2012,"198,953 km",Petrol,1.0,Ireland,No,2.0,"€5,949"
6755,7102,Vauxhall,Astra,2018,"85,500 mi",Diesel,1.6,Ireland,UK,2.0,"€10,950"
6756,7103,BMW,X5,2011,"320,526 km",Diesel,3.0,Ireland,No,4.0,"€14,500"
6757,7104,Volvo,S90,2017,"132,431 km",Diesel,2.0,Ireland,UK,1.0,"€26,900"
6758,7105,Jaguar,XF,2017,"55,278 km",Diesel,2.0,Ireland,UK,1.0,"€20,500"
6759,7106,BMW,3-Series,2001,"140,000 km",Petrol,2.2,Ireland,No,4.0,"€3,000"
6760,7107,Nissan,Qashqai+2,2013,"197,000 km",Diesel,1.5,Ireland,No,4.0,"€5,950"
6761,7108,Honda,Jade,2018,"114,490 km",Petrol Hybrid,1.5,Ireland,No,2.0,"€19,950"
6762,7109,Skoda,SCALA,2023,11 km,Petrol,1.0,Ireland,No,1.0,"€25,950"
6763,7110,Hyundai,i40,2013,"175,185 km",Diesel,1.7,Ireland,UK,5.0,"€5,850"
6764,7111,BMW,X5,2015,"130,082 mi",Diesel,3.0,Ireland,No,2.0,"€30,950"
6765,7112,Renault,Grand Megane,2012,"230,000 km",Diesel,1.5,Ireland,No,3.0,"€3,650"
6766,7113,Skoda,SCALA,2022,"67,359 km",Petrol,1.0,Ireland,No,1.0,"€19,495"
6767,7114,Audi,A3,2014,"77,000 km",Petrol,1.4,Ireland,Unknown,1.0,"€14,950"
6768,7115,SEAT,Leon,2017,"221,000 km",Diesel,1.6,Ireland,No,5.0,"€12,450"
6769,7116,BMW,4-Series,2016,"71,000 mi",Diesel,2.0,Ireland,UK,1.0,"€24,000"
6770,7117,Kia,Sportage,2018,"88,896 mi",Diesel,1.7,Ireland,UK,1.0,"€18,995"
6771,7118,Ford,Focus,2009,"136,000 mi",Petrol,1.4,Ireland,Unknown,3.0,€1
6772,7119,Audi,A4,2008,"220,000 mi",Diesel,2.0,Ireland,No,7.0,"€3,650"
6773,7120,Ford,Focus,2017,"87,619 km",Diesel,1.5,Ireland,No,2.0,"€14,400"
6774,7121,Vauxhall,Vectra,2009,"198,000 mi",Diesel,1.9,Ireland,UK,7.0,€19
6775,7122,Nissan,Qashqai,2023,"26,167 km",Petrol,1.5,Ireland,No,2.0,"€38,495"
6776,7123,Volkswagen,Polo,2014,"77,981 mi",Petrol,1.2,Ireland,Unknown,0.0,"€11,250"
6777,7124,Renault,Captur,2022,"17,254 km",Petrol,1.0,Ireland,No,1.0,"€26,990"
6778,7125,BMW,5-Series,2012,"227,000 km",Diesel,2.0,Ireland,No,3.0,"€8,950"
6779,7126,Citroen,C4,2015,"208,000 km",Diesel,1.6,Ireland,No,3.0,"€8,950"
6780,7127,BMW,3-Series,2014,"120,000 mi",Diesel,2.0,United Kingdom,No,2.0,"£5,750"
6781,7128,Nissan,X-Trail,2024,2 km,Hybrid,1.5,Ireland,No,2.0,"€58,495"
6782,7129,Ford,Fiesta,2016,"74,987 km",Petrol,1.0,Ireland,Unknown country,1.0,"€12,950"
6783,7130,Audi,A3,2009,"101,995 km",Petrol,1.4,Ireland,No,3.0,"€4,995"
6784,7131,Toyota,Corolla,2006,"188,000 km",Petrol,1.4,Ireland,No,4.0,"€2,100"
6785,7132,Skoda,Superb,2021,"86,778 mi",Diesel,2.0,Ireland,No,1.0,"€29,950"
6786,7133,Mazda,Demio,2015,"65,000 mi",Petrol,1.3,Ireland,Unknown,0.0,"€11,495"
6787,7134,Toyota,RAV4,2022,"27,295 km",Hybrid,2.5,Ireland,No,1.0,"€47,950"
6788,7135,Peugeot,5008,2011,"230,211 km",Diesel,1.6,Ireland,No,5.0,"€5,450"
6789,7136,Volkswagen,Sharan,2016,"140,681 km",Petrol,1.4,Ireland,No,2.0,"€22,950"
6790,7137,Peugeot,3008,2017,"129,999 km",Diesel,1.6,Ireland,No,1.0,"€18,990"
6791,7138,Hyundai,Tucson,2017,"95,000 mi",Diesel,1.7,UK,No,2.0,"€18,999"
6792,7139,Nissan,Note,2013,"75,000 km",Petrol,1.2,Ireland,Unknown,1.0,"€8,495"
6793,7142,Volkswagen,Golf,2011,"119,000 mi",Petrol,1.4,Ireland,UK,5.0,"€6,950"
6794,7143,Volkswagen,Polo,2014,"56,000 mi",Petrol,1.4,Ireland,Unknown,0.0,"€11,950"
6795,7144,BMW,5-Series,2023,"15,001 km",Diesel,2.0,Ireland,No,1.0,"€55,995"
6796,7145,Volkswagen,Tiguan Allspace,2024,10 km,Diesel,2.0,Ireland,No,2.0,"€70,224"
6797,7146,BMW,4-Series,2018,"32,000 mi",Diesel,2.0,United Kingdom,No,3.0,"€34,295"
6798,7147,Volkswagen,Golf,2013,"79,999 mi",Petrol,1.2,Ireland,Unknown country,3.0,"€7,990"
6799,7148,Kia,Sportage,2012,5 km,Diesel,1.7,Ireland,No,2.0,€120
6800,7149,Ford,Focus,2009,"133,252 mi",Diesel,1.8,Ireland,Unknown,3.0,"€3,450"
6801,7150,Renault,Megane,2019,"64,000 km",Petrol,1.3,Ireland,No,2.0,"€16,850"
6802,7151,BMW,5-Series,2017,"111,282 km",Diesel,2.0,Ireland,UK,1.0,"€26,900"
6803,7152,Peugeot,308,2015,"180,000 km",Diesel,1.6,Ireland,UK,1.0,"€10,750"
6804,7153,BMW,iX3,2023,"4,509 km",Electric,1.6,Ireland,No,1.0,"€71,995"
6805,7154,Land Rover,Range Rover,2021,"31,140 mi",Hybrid,2.0,United Kingdom,No,1.0,"€79,990"
6806,7155,Mini,Cooper,2009,"216,000 km",Diesel,1.6,Ireland,UK,2.0,"€2,650"
6807,7156,BMW,3-Series,2020,"56,000 mi",Petrol Hybrid,2.0,Ireland,No,1.0,"€34,995"
6808,7157,Volkswagen,Golf,2017,"120,000 km",Petrol,1.4,Ireland,No,2.0,"€16,500"
6809,7158,Suzuki,Swift,2012,"59,990 mi",Petrol,1.2,Ireland,Unknown country,0.0,"€7,990"
6810,7159,Skoda,Octavia,2011,"293,000 km",Diesel,1.6,Ireland,No,4.0,"€3,400"
6811,7160,Toyota,Prius,2013,"102,312 km",Petrol Hybrid,1.8,Ireland,Unknown country,3.0,"€11,750"
6812,7161,Toyota,C-HR,2019,"75,999 km",Hybrid,1.8,Ireland,No,2.0,"€23,995"
6813,7162,Toyota,Aygo,2013,"58,462 mi",Petrol,1.0,Ireland,UK,1.0,"€5,495"
6814,7163,Audi,A7,2015,"86,000 mi",Diesel,3.0,Ireland,UK,4.0,"€26,995"
6815,7164,Mercedes-Benz,AMG,2003,"70,000 mi",Petrol,5.4,United Kingdom,No,2.0,"€16,995"
6816,7166,Mitsubishi,Mirage,2018,"40,000 mi",Petrol,1.2,Ireland,No,1.0,"€10,750"
6817,7167,BMW,5-Series,2020,"75,814 mi",Petrol Hybrid,2.0,Ireland,No,1.0,"€39,950"
6818,7168,Mini,Cooper,2015,"63,000 km",Petrol,1.2,Ireland,Unknown,1.0,"€13,995"
6819,7169,Dacia,Sandero,2022,"49,086 km",Petrol,1.0,Ireland,No,1.0,"€16,995"
6820,7170,Dacia,Duster,2013,"261,832 km",Diesel,1.5,Ireland,No,4.0,"€4,950"
6821,7171,BMW,X3,2019,"143,000 km",Diesel,2.0,Ireland,No,2.0,"€42,950"
6822,7172,Honda,Fit,2018,"87,000 km",Petrol Hybrid,1.5,Ireland,Unknown country,1.0,"€14,200"
6823,7173,BMW,3-Series,2010,"242,000 mi",Diesel,2.0,Ireland,UK,4.0,"€3,950"
6824,7174,Mercedes-Benz,B-Class,2013,"83,000 km",Petrol,1.6,Ireland,No,1.0,"€12,500"
6825,7175,Land Rover,Range Rover Sport,2014,"65,000 km",Diesel,3.0,Ireland,N. Ireland,2.0,"€37,500"
6826,7176,Jaguar,XF,2016,"113,882 km",Diesel,2.0,Ireland,Unknown,3.0,"€16,450"
6827,7177,Toyota,Corolla,2023,"4,090 km",Hybrid,1.7,Ireland,No,2.0,"€36,950"
6828,7178,Ford,Focus,2015,"194,000 km",Diesel,1.6,Ireland,No,3.0,"€7,950"
6829,7179,Audi,A6,2013,"126,000 mi",Diesel,2.0,Ireland,UK,1.0,"€13,500"
6830,7180,BMW,5-Series,2019,"106,003 mi",Hybrid,2.0,UK,No,1.0,"€32,950"
6831,7182,Nissan,Qashqai,2014,"123,000 km",Petrol,1.2,Ireland,No,2.0,"€13,999"
6832,7183,Kia,Sportage,2024,0 mi,Diesel,1.6,Ireland,No,2.0,"€43,995"
6833,7184,Citroen,C4,2015,"91,900 km",Diesel,1.6,Ireland,No,2.0,"€9,950"
6834,7185,BMW,3-Series,2010,"262,302 km",Diesel,2.0,Ireland,No,4.0,"€5,950"
6835,7186,Toyota,Verso,2013,"192,021 km",Diesel,2.0,Ireland,No,1.0,"€11,500"
6836,7187,Ford,Puma,2021,"80,000 km",Petrol,1.0,Ireland,No,1.0,"€25,795"
6837,7188,Mini,Electric,2023,56 km,Electric,1.6,Ireland,No,2.0,"€32,950"
6838,7189,Volkswagen,Golf,2016,"230,123 mi",Diesel,2.0,UK,No,3.0,"£4,500"
6839,7190,Ford,Transit,2020,"133,489 km",Diesel,2.0,Ireland,No,1.0,"€56,000"
6840,7191,Mercedes-Benz,C-Class,2018,"74,000 km",Petrol Plug-in Hybrid,2.0,Ireland,UK,1.0,"€28,500"
6841,7192,Renault,Kadjar,2016,"120,000 km",Diesel,1.5,Ireland,UK,1.0,"€17,000"
6842,7193,Audi,A3,2014,"32,000 mi",Petrol,1.4,Ireland,Unknown,1.0,"€16,950"
6843,7194,Hyundai,i40,2012,103 mi,Diesel,1.7,Ireland,UK,2.0,"€7,500"
6844,7195,Audi,Q3,2022,"51,643 km",Diesel,2.0,Ireland,No,2.0,"€47,275"
6845,7196,Skoda,Kodiaq,2022,"74,600 km",Diesel,2.0,Ireland,No,1.0,"€46,995"
6846,7198,Volkswagen,Polo,2014,"93,000 km",Petrol,1.2,Ireland,Unknown,1.0,"€10,950"
6847,7199,Honda,Fit,2014,"78,000 mi",Petrol Hybrid,1.5,Ireland,Unknown country,1.0,"€9,950"
6848,7200,Volkswagen,Golf,2007,"104,000 km",Petrol,2.0,Ireland,Unknown country,1.0,"€9,450"
6849,7202,Kia,Sportage,2014,"319,000 km",Diesel,1.7,Ireland,No,4.0,"€8,950"
6850,7203,Toyota,Corolla,2021,"59,100 km",Hybrid,1.8,Ireland,No,1.0,"€29,000"
6851,7204,Volkswagen,Tiguan,2018,"50,216 mi",Diesel,2.0,Northern Ireland,No,3.0,"€35,800"
6852,7205,Renault,Captur,2015,"103,000 km",Diesel,1.5,Ireland,No,1.0,"€9,950"
6853,7206,Citroen,Berlingo,2019,"73,832 km",Diesel,1.5,Ireland,UK,1.0,"€26,995"
6854,7207,Volkswagen,Golf,2024,4 km,Diesel,2.0,Ireland,No,2.0,"€38,895"
6855,7208,Land Rover,Discovery Sport,2018,"66,000 mi",Diesel,2.0,Ireland,UK,2.0,"€29,950"
6856,7209,Volkswagen,Touran,2018,"83,000 km",Diesel,2.0,Ireland,No,1.0,"€27,950"
6857,7210,Mercedes-Benz,C-Class,2018,"109,000 mi",Diesel,2.0,Ireland,No,0.0,"€27,800"
6858,7211,Kia,Picanto,2023,"5,036 km",Petrol,1.0,Ireland,No,1.0,"€15,890"
6859,7212,Audi,A5,2017,"139,513 km",Diesel,2.0,Ireland,N. Ireland,1.0,"€26,500"
6860,7213,Chevrolet,Spark,2012,"82,000 km",Petrol,1.2,Ireland,UK,2.0,"€5,000"
6861,7214,Volkswagen,T-CROSS,2023,25 mi,Petrol,1.0,Ireland,No,0.0,"€31,950"
6862,7215,SEAT,Arona,2024,10 km,Petrol,1.0,Ireland,No,2.0,"€33,450"
6863,7216,Volkswagen,Passat,2015,"124,000 km",Petrol,1.4,Other,No,1.0,"€17,500"
6864,7217,Land Rover,Range Rover Evoque,2018,"94,000 mi",Diesel,2.0,Northern Ireland,No,1.0,"€25,700"
6865,7218,SEAT,Altea,2011,"204,000 km",Diesel,1.6,Ireland,No,4.0,"€3,995"
6866,7220,Volkswagen,ID.3,2024,3 km,Electric,1.6,Ireland,No,2.0,"€31,100"
6867,7221,Volvo,XC60,2021,"27,500 km",Diesel,2.0,Ireland,No,1.0,"€56,950"
6868,7222,Dacia,Duster,2019,"62,527 mi",Diesel,1.5,Ireland,No,2.0,"€17,975"
6869,7223,Skoda,Octavia,2019,"56,420 mi",Diesel,1.6,United Kingdom,No,1.0,"€20,900"
6870,7224,Hyundai,Tucson,2016,"191,000 km",Diesel,1.7,Ireland,No,2.0,"€13,950"
6871,7225,Mercedes-Benz,GLC-Class,2022,"42,114 km",Diesel,2.0,Ireland,No,2.0,"€59,900"
6872,7226,BMW,1-Series,2015,"140,078 mi",Diesel,1.5,Ireland,UK,2.0,"€10,450"
6873,7227,BMW,3-Series,2023,"3,578 km",Petrol Plug-in Hybrid,2.0,Ireland,No,2.0,"€57,950"
6874,7228,Ford,Kuga,2016,"108,268 km",Diesel,2.0,Ireland,No,2.0,"€16,450"
6875,7229,Toyota,Yaris,2021,"54,383 mi",Hybrid,1.5,Ireland,No,1.0,"€17,950"
6876,7230,Hyundai,KONA,2021,"63,026 km",Electric,1.6,Ireland,No,2.0,"€24,899"
6877,7231,Toyota,RAV4,2003,"97,000 mi",Petrol,1.8,Ireland,No,3.0,"€4,000"
6878,7232,Land Rover,Range Rover,2022,"18,250 mi",Diesel,3.0,Ireland,UK,3.0,"€146,341"
6879,7233,Volkswagen,Golf,2018,"95,000 mi",Diesel,1.6,Ireland,No,2.0,"€19,950"
6880,7234,Audi,S3,2014,"141,000 km",Petrol,2.0,Ireland,No,8.0,"€24,000"
6881,7236,Kia,Venga,2010,"295,000 mi",Diesel,1.4,Ireland,No,3.0,"€2,250"
6882,7237,Skoda,Karoq,2018,"101,426 mi",Petrol,1.0,Ireland,No,1.0,"€19,995"
6883,7238,Mini,ONE,2014,"93,000 km",Diesel,1.5,Ireland,UK,2.0,"€8,000"
6884,7239,Vauxhall,Astra,2011,"143,000 km",Petrol,1.6,Ireland,UK,2.0,"€3,300"
6885,7240,Cupra,FORMENTOR,2023,"9,500 km",Petrol Plug-in Hybrid,1.4,Ireland,No,1.0,"€41,995"
6886,7241,Audi,Q3,2015,"122,000 mi",Diesel,2.0,Ireland,No,4.0,"€16,300"
6887,7242,Mercedes-Benz,E-Class,2013,"223,000 mi",Diesel,2.1,Ireland,No,5.0,"€9,750"
6888,7243,Suzuki,Swift,2015,"48,000 mi",Petrol,1.2,Ireland,Unknown,1.0,"€10,995"
6889,7244,Toyota,Verso,2016,"168,000 km",Diesel,1.6,Ireland,No,3.0,"€14,495"
6890,7245,Audi,A3,2014,160 mi,Diesel,1.6,Ireland,UK,1.0,"€8,990"
6891,7246,Renault,Captur,2014,"24,000 mi",Petrol,1.2,Ireland,N. Ireland,1.0,"€11,900"
6892,7247,Peugeot,3008,2019,"46,000 km",Diesel,1.5,Ireland,No,2.0,"€21,950"
